tree_id,civic_number,std_street,genus_name,species_name,cultivar_name,common_name,assigned,root_barrier,plant_area,on_street_block,on_street,neighbourhood_name,street_side_name,height_range_id,diameter,curb,date_planted,longitude,latitude
183957,3575,E 43RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,3500,E 43RD AV,KILLARNEY,ODD,1,3.5,Y,2000-04-05,-123.027459,49.230869
184115,4923,CONNAUGHT DRIVE,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,4900,CONNAUGHT DRIVE,SHAUGHNESSY,ODD,1,10,N,2000-04-14,-123.142781,49.241853
184769,2580,KASLO ST,STYRAX,JAPONICA,ROSEA,PINK FLOWERING JAPANESE SNOWBE,N,N,N,2500,KASLO ST,RENFREW-COLLINGWOOD,EVEN,1,3,Y,NA,-123.04692,49.261233
184771,2528,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,2500,KASLO ST,RENFREW-COLLINGWOOD,EVEN,1,3,Y,NA,-123.046923,49.261772
184777,2527,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,C,2500,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047113,49.261753
184778,2597,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,C,2500,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047116,49.260892
184785,2624,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,2600,KASLO ST,RENFREW-COLLINGWOOD,EVEN,1,3,Y,NA,-123.046918,49.260525
184788,2700,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,2700,KASLO ST,RENFREW-COLLINGWOOD,EVEN,1,4,Y,NA,NA,NA
184790,2700,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,2700,KASLO ST,RENFREW-COLLINGWOOD,EVEN,1,3.5,Y,NA,NA,NA
184792,2709,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,C,2700,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047114,49.259414
184793,2709,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,C,2700,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,NA,NA
184794,2709,KASLO ST,STYRAX,JAPONICA,ROSEA,PINK FLOWERING JAPANESE SNOWBE,Y,N,C,2700,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,NA,NA
184795,2709,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,C,2700,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,NA,NA
184798,2701,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,3,2700,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047113,49.259864
184808,2891,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,3,2800,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047111,49.258942
184809,2891,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,3,2800,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,NA,-123.047115,49.259119
185277,1308,E 13TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,1300,E 13TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,2,Y,2000-11-22,-123.077278,49.258667
185818,5380,CHAMBERS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,5300,CHAMBERS ST,RENFREW-COLLINGWOOD,EVEN,2,3,Y,2000-12-12,-123.052944,49.236093
185921,1537,LILLOOET ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,1500,LILLOOET ST,HASTINGS-SUNRISE,ODD,2,4,Y,2000-12-20,-123.038998,49.271219
231960,1606,LAURIER AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,1600,LAURIER AV,SHAUGHNESSY,EVEN,1,3,Y,2012-02-22,-123.141861,49.250833
232123,4306,W 8TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2400,DISCOVERY ST,WEST POINT GREY,ODD,1,3,Y,2012-01-17,-123.20306,49.26511
232759,2716,E 57TH AV,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,N,14,7300,VIVIAN DRIVE,VICTORIA-FRASERVIEW,ODD,2,5,Y,NA,NA,NA
232802,632,W KING EDWARD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,600,W KING EDWARD AV,SOUTH CAMBIE,EVEN,1,3,Y,NA,NA,NA
232803,644,W KING EDWARD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,600,W KING EDWARD AV,SOUTH CAMBIE,EVEN,1,3,Y,NA,NA,NA
232808,4340,JOHN ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,4300,JOHN ST,RILEY PARK,EVEN,1,4,Y,2012-12-18,-123.097269,49.246169
233422,2896,YALE ST,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,N,8,2800,YALE ST,HASTINGS-SUNRISE,EVEN,1,3,Y,2012-04-11,-123.044388,49.290667
233553,3275,W 23RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,15,3200,W 23RD AV,DUNBAR-SOUTHLANDS,ODD,1,3,Y,2012-12-14,-123.17753,49.25198
234101,6,PEVERIL AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,6,0,PEVERIL AV,RILEY PARK,EVEN,1,3,Y,2013-01-02,-123.105445,49.244497
234199,1725,ARBUTUS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,2100,W 1ST AV,KITSILANO,EVEN,1,3,Y,2012-12-14,-123.152878,49.270717
234303,1841,WHYTE AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,1800,WHYTE AV,KITSILANO,ODD,1,3,N,2012-12-17,-123.146913,49.275361
243254,2090,FERNDALE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,6,2000,FERNDALE ST,GRANDVIEW-WOODLAND,EVEN,1,5,Y,2013-01-08,-123.061864,49.279617
244149,1118,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,1100,W 37TH AV,SHAUGHNESSY,EVEN,1,4,Y,2012-12-19,-123.130604,49.237692
244741,1899,W 36TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,5100,CYPRESS ST,SHAUGHNESSY,EVEN,1,3,Y,2013-04-15,-123.148678,49.239458
244750,1092,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,1000,W 37TH AV,SHAUGHNESSY,EVEN,1,3,Y,2013-02-26,-123.129921,49.237667
244936,2751,W KING EDWARD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2700,W KING EDWARD AV,ARBUTUS-RIDGE,ODD,1,3,Y,2014-01-14,-123.165974,49.248219
245099,2625,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,Y,3,2600,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2014-01-08,NA,NA
245101,2625,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,Y,3,2600,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2014-01-08,NA,NA
245212,848,W 63RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,10,7900,LAUREL ST,MARPOLE,EVEN,1,3,Y,2014-02-18,-123.125841,49.213511
245473,3185,GLEN DRIVE,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,6,1000,E 16TH AV,MOUNT PLEASANT,ODD,1,3,Y,2014-03-03,-123.082173,49.256356
245505,525,N BOUNDARY ROAD,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,40,500,N BOUNDARY ROAD,HASTINGS-SUNRISE,ODD,1,3,Y,NA,NA,NA
245806,2443,E 34TH AV,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,N,N,4900,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2013-12-04,-123.055571,49.23905
246858,3133,W 48TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,6300,BALACLAVA ST,KERRISDALE,EVEN,1,3,N,2014-02-03,-123.1758,49.2286
247268,2405,KAMLOOPS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2400,KAMLOOPS ST,HASTINGS-SUNRISE,ODD,1,3,Y,2013-12-05,NA,NA
247269,2405,KAMLOOPS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2400,KAMLOOPS ST,HASTINGS-SUNRISE,ODD,1,3,Y,2013-12-05,NA,NA
247304,448,E 38TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,400,E 38TH AV,RILEY PARK,EVEN,1,3,Y,2013-12-17,-123.095226,49.236156
247340,2083,BAYSWATER ST,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,Y,3,2000,BAYSWATER ST,KITSILANO,ODD,1,3,N,2014-04-03,-123.17116,49.26787
247341,2008,BAYSWATER ST,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,Y,3,2000,BAYSWATER ST,KITSILANO,EVEN,1,3,N,2014-04-03,-123.171,49.26814
247406,2195,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,10,2100,W 37TH AV,ARBUTUS-RIDGE,ODD,1,3,Y,2014-01-14,-123.158383,49.238347
247436,1980,W 1ST AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,b,1900,W 1ST AV,KITSILANO,EVEN,1,3,Y,2013-11-14,-123.149722,49.270667
247509,3265,W 23RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3200,W 23RD AV,DUNBAR-SOUTHLANDS,ODD,1,3,Y,2013-10-14,-123.17739,49.25198
248081,2629,PRINCE EDWARD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,2600,PRINCE EDWARD ST,MOUNT PLEASANT,ODD,1,3,Y,2013-10-25,-123.096199,49.2613
248232,402,E 50TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,6600,PRINCE EDWARD ST,SUNSET,EVEN,1,3,Y,2014-04-04,NA,NA
199363,2155,NOOTKA ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2100,NOOTKA ST,HASTINGS-SUNRISE,ODD,1,5.75,Y,2002-12-02,-123.041617,49.265303
199367,2188,NOOTKA ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,2100,NOOTKA ST,HASTINGS-SUNRISE,EVEN,2,3,Y,2002-11-28,-123.041468,49.264858
200795,3292,W 11TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,2700,BLENHEIM ST,KITSILANO,EVEN,1,3,Y,2004-12-14,NA,NA
200888,1880,W 2ND AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,10,1800,CYPRESS ST,KITSILANO,EVEN,2,2,Y,2004-03-24,-123.147845,49.269458
201315,2055,W 6TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2000,W 6TH AV,KITSILANO,ODD,1,3,Y,2003-11-19,-123.151723,49.26645
201317,2059,W 6TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,2000,W 6TH AV,KITSILANO,ODD,1,3,Y,2003-11-19,-123.152019,49.266456
201324,2048,W 6TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,4,2000,W 6TH AV,KITSILANO,EVEN,1,2,Y,2003-11-18,NA,NA
201329,2200,ARBUTUS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,2000,W 6TH AV,KITSILANO,EVEN,1,2,Y,2003-11-18,NA,NA
201335,2021,W 6TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,5,2000,W 6TH AV,KITSILANO,ODD,1,2,Y,2003-11-18,-123.151028,49.266439
201753,9040,SHAUGHNESSY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,800,W KENT AV SOUTH,MARPOLE,EVEN,1,3,Y,2003-11-14,NA,NA
202711,1336,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,6,1300,W 37TH AV,SHAUGHNESSY,EVEN,1,3,Y,2005-11-17,-123.135708,49.237867
202794,3858,INVERNESS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,1200,E 23RD AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,6,Y,NA,-123.079776,49.249992
204681,103,W 22ND AV,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,N,N,3700,MANITOBA ST,RILEY PARK,ODD,1,4.5,Y,2005-01-27,-123.107421,49.251264
205080,3545,QUESNEL DRIVE,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3500,QUESNEL DRIVE,DUNBAR-SOUTHLANDS,ODD,2,5,Y,NA,NA,NA
205106,5654,PRINCE EDWARD ST,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,Y,N,NA,5600,PRINCE EDWARD ST,RILEY PARK,EVEN,2,3,N,2004-11-01,-123.097108,49.233578
205176,5738,PRINCE EDWARD ST,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,Y,N,12,5700,PRINCE EDWARD ST,SUNSET,EVEN,1,2.5,Y,2004-11-03,-123.097158,49.232514
206008,2605,KASLO ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,3,2600,KASLO ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2004-12-09,-123.047111,49.260794
206078,2227,FRANKLIN ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,7,2200,FRANKLIN ST,GRANDVIEW-WOODLAND,ODD,1,4,Y,2004-12-15,-123.058988,49.282136
206496,101,ROBSON ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,C,700,BEATTY ST,WEST END,ODD,1,3,Y,2006-01-25,NA,NA
206788,6389,LARCH ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,6300,LARCH ST,KERRISDALE,ODD,1,3,Y,2005-01-25,-123.163067,49.228344
93901,9040,SHAUGHNESSY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,9000,SHAUGHNESSY ST,MARPOLE,EVEN,2,2,N,NA,-123.127085,49.203356
93904,9040,SHAUGHNESSY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,9000,SHAUGHNESSY ST,MARPOLE,EVEN,2,2,N,NA,-123.12675,49.203025
93906,9040,SHAUGHNESSY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,9000,SHAUGHNESSY ST,MARPOLE,EVEN,2,2,N,NA,-123.1266,49.202869
36959,3128,COLLINGWOOD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,3100,COLLINGWOOD ST,KITSILANO,EVEN,1,3,Y,2012-02-20,-123.18198,49.2586
38496,3128,COLLINGWOOD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,3100,COLLINGWOOD ST,KITSILANO,EVEN,1,3,Y,2012-02-20,-123.18198,49.25852
38732,1291,W 41ST AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,2,5600,HUDSON ST,SHAUGHNESSY,EVEN,1,9,Y,NA,-123.134742,49.234629
41359,3495,W 24TH AV,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,N,3,4900,COLLINGWOOD ST,DUNBAR-SOUTHLANDS,ODD,1,3,Y,2018-03-07,NA,NA
95011,6650,MARINE CRESCENT,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,6600,MARINE CRESCENT,KERRISDALE,EVEN,2,5.5,Y,2002-01-22,-123.163737,49.225603
31777,996,E 33RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,4900,WINDSOR ST,KENSINGTON-CEDAR COTTAGE,ODD,2,6.5,Y,1993-12-28,-123.084665,49.240139
31781,1004,E 33RD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,4900,WINDSOR ST,KENSINGTON-CEDAR COTTAGE,EVEN,2,6.75,Y,1993-12-28,-123.084536,49.240008
51429,2008,PINE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,2000,PINE ST,FAIRVIEW,EVEN,1,3,Y,NA,-123.143144,49.267727
91281,6430,LARCH ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,6400,LARCH ST,KERRISDALE,EVEN,1,3,N,2002-01-31,-123.162911,49.228039
35241,495,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,5,400,W 37TH AV,RILEY PARK,MED,2,3,Y,1997-01-21,-123.115661,49.237228
35330,1250,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,6,1200,W 37TH AV,SHAUGHNESSY,EVEN,3,8,Y,NA,-123.133602,49.237794
36613,3128,COLLINGWOOD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,3100,COLLINGWOOD ST,KITSILANO,EVEN,1,3,Y,2012-02-21,-123.18198,49.25869
81948,2300,HARRISON DRIVE,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,N,5,2300,HARRISON DRIVE,VICTORIA-FRASERVIEW,EVEN,2,4,Y,1998-03-14,NA,NA
209206,4611,ST. CATHERINES ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,800,E 30TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,4,Y,2008-03-11,-123.086158,49.243211
209301,2516,W 8TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,2500,W 8TH AV,KITSILANO,EVEN,1,3,Y,2006-01-10,-123.162837,49.26485
209538,1825,DISCOVERY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,1800,DISCOVERY ST,WEST POINT GREY,ODD,1,3,N,2006-01-19,-123.20283,49.2711
209743,4566,W 6TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,4500,W 6TH AV,WEST POINT GREY,EVEN,1,3,Y,2007-03-29,-123.2108,49.26726
209863,1630,W 15TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,3100,FIR ST,FAIRVIEW,ODD,1,3,Y,2006-02-09,-123.141382,49.257614
210623,1108,HOMER ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,C,1100,HOMER ST,DOWNTOWN,EVEN,1,4.25,Y,2006-01-16,-123.121771,49.27615
211803,2322,BALACLAVA ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,2300,BALACLAVA ST,KITSILANO,EVEN,1,3,Y,2006-01-30,-123.17386,49.26548
213104,2180,HARRISON DRIVE,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,5,2100,HARRISON DRIVE,VICTORIA-FRASERVIEW,EVEN,1,2.5,Y,2006-03-06,NA,NA
213373,3455,MARPOLE AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,8,3300,PINE CRESCENT,SHAUGHNESSY,EVEN,1,3,Y,2006-03-15,NA,NA
213374,3455,MARPOLE AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,8,3300,PINE CRESCENT,SHAUGHNESSY,EVEN,1,3,Y,2006-03-15,NA,NA
213377,3455,MARPOLE AV,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,Y,8,3300,PINE CRESCENT,SHAUGHNESSY,EVEN,1,3,Y,2006-03-15,NA,NA
215149,2050,FERNDALE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,2000,FERNDALE ST,GRANDVIEW-WOODLAND,EVEN,2,5,Y,2006-04-10,-123.062578,49.279619
215152,2158,FERNDALE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,2100,FERNDALE ST,GRANDVIEW-WOODLAND,EVEN,1,4,Y,2006-04-10,-123.060441,49.279606
216172,4501,W 8TH AV,STYRAX,OBASSIA,NA,FRAGRANT SNOWBELL,N,N,18,2300,SASAMAT ST,WEST POINT GREY,ODD,1,3,Y,2006-04-27,-123.20902,49.26559
216511,2122,STEPHENS ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,3,2100,STEPHENS ST,KITSILANO,EVEN,1,3,Y,2007-02-21,-123.166328,49.267106
224072,6674,MARINE CRESCENT,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,8,6600,MARINE CRESCENT,KERRISDALE,EVEN,1,3,Y,2008-02-05,-123.163741,49.225425
224252,1061,W 38TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,N,1000,W 38TH AV,SHAUGHNESSY,ODD,1,3,Y,2008-02-22,-123.129828,49.236842
224270,1336,W KING EDWARD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,1300,W KING EDWARD AV,SHAUGHNESSY,EVEN,1,4,Y,2008-02-26,-123.135101,49.249206
224449,2011,E 28TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,4,2000,E 28TH AV,KENSINGTON-CEDAR COTTAGE,ODD,1,3.5,Y,2008-03-10,-123.064538,49.245881
224465,866,E 30TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,12,800,E 30TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,4,Y,2008-03-06,-123.086911,49.243214
224498,2075,CASSIAR ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,6,2000,CASSIAR ST,HASTINGS-SUNRISE,ODD,1,3.5,Y,2008-03-12,NA,NA
225912,3263,BLENHEIM ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3300,W 16TH AV,DUNBAR-SOUTHLANDS,EVEN,1,4,Y,2008-11-26,-123.17835,49.25768
225914,3263,BLENHEIM ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3300,W 16TH AV,DUNBAR-SOUTHLANDS,EVEN,1,3,Y,2008-11-27,-123.17874,49.25769
226402,2328,OXFORD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,2300,OXFORD ST,GRANDVIEW-WOODLAND,EVEN,1,3,Y,2011-02-08,-123.057588,49.285653
226412,1026,E 24TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,6,1000,E 24TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.25,Y,2009-01-27,-123.083143,49.249042
226526,2625,PRINCE EDWARD ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,Y,4,2600,PRINCE EDWARD ST,MOUNT PLEASANT,ODD,1,3,Y,2009-03-04,NA,NA
226963,1015,E 54TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,1000,E 54TH AV,SUNSET,ODD,1,3,Y,2009-01-27,-123.084639,49.2206
227653,6994,ARGYLE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,Y,N,8,6900,ARGYLE ST,VICTORIA-FRASERVIEW,EVEN,2,4,Y,2011-03-01,-123.071897,49.220172
227965,1615,VINE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,1600,VINE ST,KITSILANO,ODD,1,3,Y,2009-12-01,-123.157486,49.271383
227967,1622,VINE ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,1600,VINE ST,KITSILANO,EVEN,1,3,Y,2009-12-01,-123.157289,49.271556
248682,2412,W 49TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,6,2400,W 49TH AV,KERRISDALE,EVEN,1,3,Y,2014-01-13,-123.161466,49.227175
248702,2436,E 33RD AV,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,N,4,4900,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2013-12-04,-123.055555,49.239625
248717,2443,E 34TH AV,STYRAX,JAPONICA,SNOWCONE,SNOWCONE JAPANESE SNOWBELL,N,N,N,4900,CLARENDON ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2013-12-04,-123.055571,49.239122
249229,1850,WHYTE AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,4,1800,WHYTE AV,KITSILANO,EVEN,1,3,N,2014-12-09,-123.146956,49.275281
249739,2219,W 49TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,3,2200,W 49TH AV,KERRISDALE,ODD,1,3,Y,2015-03-23,-123.159206,49.227269
249856,744,E 39TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,10,700,E 39TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,3,Y,2015-02-19,-123.089383,49.234721
249946,1933,W KING EDWARD AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,7,1900,W KING EDWARD AV,SHAUGHNESSY,ODD,1,3,Y,2014-12-16,-123.149764,49.250124
250844,2556,HIGHBURY ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,2500,HIGHBURY ST,WEST POINT GREY,EVEN,1,3,Y,2015-01-21,NA,NA
250911,606,W 27TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,600,W 27TH AV,SOUTH CAMBIE,EVEN,1,3,Y,2016-02-03,NA,NA
251030,3263,BLENHEIM ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3300,W 16TH AV,DUNBAR-SOUTHLANDS,EVEN,1,3,Y,2014-12-09,-123.17977,49.25771
251031,3263,BLENHEIM ST,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,8,3300,W 16TH AV,DUNBAR-SOUTHLANDS,EVEN,1,3,Y,2014-12-09,-123.17891,49.2577
251275,384,E 28TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,2,4400,JOHN ST,RILEY PARK,EVEN,1,3,Y,2015-02-13,-123.097308,49.245389
188647,3157,E 47TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,12,3100,E 47TH AV,KILLARNEY,ODD,1,3,Y,NA,NA,NA
189325,1388,W 37TH AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,B,1300,W 37TH AV,SHAUGHNESSY,EVEN,3,6.5,Y,NA,NA,NA
189331,174,PEVERIL AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,100,PEVERIL AV,RILEY PARK,EVEN,2,6,Y,2001-11-16,-123.109482,49.247456
189332,170,PEVERIL AV,STYRAX,JAPONICA,NA,JAPANESE SNOWBELL,N,N,9,100,PEVERIL AV,RILEY PARK,EVEN,2,6,Y,2001-11-16,-123.10933,49.2474
